Year,Country,Medal,City,Sport,Discipline,Athlete,Gender,Event
1980,Spain,Silver,Moscow,Hockey,Hockey,"ROCA PORTOLES, Carlos",Men,Hockey
1980,Spain,Silver,Moscow,Hockey,Hockey,"ZUMALACARREGUI, Jaime",Men,Hockey
1980,,Bronze,Moscow,Hockey,Hockey,"AKHMEROVA, Liailia",Women,Hockey
1980,,Bronze,Moscow,Hockey,Hockey,"BUZUNOVA, Natalia",Women,Hockey
1980,,Bronze,Moscow,Hockey,Hockey,"BYKOVA, Natalia",Women,Hockey
1980,,Bronze,Moscow,Hockey,Hockey,"EMBAKHTOVA, Tatiana",Women,Hockey
1980,,Bronze,Moscow,Hockey,Hockey,"FILIPPOVA, Nadezhda",Women,Hockey
1980,,Bronze,Moscow,Hockey,Hockey,"FROLOVA, Liudmila",Women,Hockey
1980,,Bronze,Moscow,Hockey,Hockey,"GLUBOKOVA, Lidia",Women,Hockey
1980,,Bronze,Moscow,Hockey,Hockey,"GORBATKOVA, Nelli",Women,Hockey
1980,,Bronze,Moscow,Hockey,Hockey,"GURYEVA, Elena",Women,Hockey
1980,,Bronze,Moscow,Hockey,Hockey,"INZHUVATOVA, Galina",Women,Hockey
1980,,Bronze,Moscow,Hockey,Hockey,"KHAM, Alina",Women,Hockey
1980,,Bronze,Moscow,Hockey,Hockey,"KRASNIKOVA, Natella",Women,Hockey
1980,,Bronze,Moscow,Hockey,Hockey,"OVECHKINA, Nadezhda",Women,Hockey
1980,,Bronze,Moscow,Hockey,Hockey,"SHVYGANOVA, Tatiana",Women,Hockey
1980,,Bronze,Moscow,Hockey,Hockey,"VIUZHANINA, Galina",Women,Hockey
1980,,Bronze,Moscow,Hockey,Hockey,"ZAZDRAVNYKH, Valentina",Women,Hockey
1980,Zimbabwe,Gold,Moscow,Hockey,Hockey,"BOXHALL, Arlene Nadine",Women,Hockey
1980,Zimbabwe,Gold,Moscow,Hockey,Hockey,"CHASE, Elizabeth Muriel",Women,Hockey
1980,Zimbabwe,Gold,Moscow,Hockey,Hockey,"CHICK, Sandra",Women,Hockey
1980,Zimbabwe,Gold,Moscow,Hockey,Hockey,"COWLEY, Gillian Margaret",Women,Hockey
1980,Zimbabwe,Gold,Moscow,Hockey,Hockey,"DAVIES, Patricia Joan",Women,Hockey
1980,Zimbabwe,Gold,Moscow,Hockey,Hockey,"ENGLISH, Sarah",Women,Hockey
1980,Zimbabwe,Gold,Moscow,Hockey,Hockey,"GEORGE, Maureen Jean",Women,Hockey
1980,Zimbabwe,Gold,Moscow,Hockey,Hockey,"GRANT, Ann Marry Gwynne",Women,Hockey
1980,Zimbabwe,Gold,Moscow,Hockey,Hockey,"HUGGETT, Susan",Women,Hockey
1980,Zimbabwe,Gold,Moscow,Hockey,Hockey,"MCKILLOP, Patricia Jean",Women,Hockey
1980,Zimbabwe,Gold,Moscow,Hockey,Hockey,"PHILLIPS, Brenda Joan",Women,Hockey
1980,Zimbabwe,Gold,Moscow,Hockey,Hockey,"PRINSLOO, Christine",Women,Hockey
1980,Zimbabwe,Gold,Moscow,Hockey,Hockey,"ROBERTSON, Sonia",Women,Hockey
1980,Zimbabwe,Gold,Moscow,Hockey,Hockey,"STEWART, Anthea Doreen",Women,Hockey
1980,Zimbabwe,Gold,Moscow,Hockey,Hockey,"VOLK, Helen",Women,Hockey
1980,Zimbabwe,Gold,Moscow,Hockey,Hockey,"WATSON, Linda Margaret",Women,Hockey
1980,,Silver,Moscow,Hockey,Hockey,"BLAZKOVA, Milada",Women,Hockey
1980,,Silver,Moscow,Hockey,Hockey,"CERMAKOVA, Jirina",Women,Hockey
1980,,Silver,Moscow,Hockey,Hockey,"HAJKOVA, Jirina",Women,Hockey
1980,,Silver,Moscow,Hockey,Hockey,"HRUBA, Berta",Women,Hockey
1980,,Silver,Moscow,Hockey,Hockey,"HUBACKOVA, Ida",Women,Hockey
1980,,Silver,Moscow,Hockey,Hockey,"KADLECOVA, Jirina",Women,Hockey
1980,,Silver,Moscow,Hockey,Hockey,"KRALICKOVA, Jarmila",Women,Hockey
1980,,Silver,Moscow,Hockey,Hockey,"KRIZOVA, Jirina",Women,Hockey
1980,,Silver,Moscow,Hockey,Hockey,"KYSELICOVA, Alena",Women,Hockey
1980,,Silver,Moscow,Hockey,Hockey,"LAHODOVA, Jana",Women,Hockey
1980,,Silver,Moscow,Hockey,Hockey,"PETRICKOVA, Kveta",Women,Hockey
1980,,Silver,Moscow,Hockey,Hockey,"PODHANYIOVA, Viera",Women,Hockey
1980,,Silver,Moscow,Hockey,Hockey,"SRANKOVA, Iveta",Women,Hockey
1980,,Silver,Moscow,Hockey,Hockey,"SYKOROVA, Marie",Women,Hockey
1980,,Silver,Moscow,Hockey,Hockey,"URBANOVA, Marta",Women,Hockey
1980,,Silver,Moscow,Hockey,Hockey,"VYMAZALOVA, Lenka",Women,Hockey
1980,,Bronze,Moscow,Judo,Judo,"EMIZH, Arambi",Men,- 60 KG
1980,Hungary,Bronze,Moscow,Judo,Judo,"KINCSES, Tibor",Men,- 60 KG
1980,France,Gold,Moscow,Judo,Judo,"REY, Thierry",Men,- 60 KG
1980,Cuba,Silver,Moscow,Judo,Judo,"RODRIGUEZ, Jose",Men,- 60 KG
1980,,Bronze,Moscow,Judo,Judo,"KOCMAN, Vladimir",Men,+ 95KG (Heavyweight)
1980,,Bronze,Moscow,Judo,Judo,"KOVACEVIC, Radomir",Men,+ 95KG (Heavyweight)
1980,France,Gold,Moscow,Judo,Judo,"PARISI, Angelo",Men,+ 95KG (Heavyweight)
1980,Bulgaria,Silver,Moscow,Judo,Judo,"ZAPRIANOV, Dimitar",Men,+ 95KG (Heavyweight)
1980,Bulgaria,Bronze,Moscow,Judo,Judo,"NEDKOV, Ilian",Men,60 - 65KG (Half-Lightweight)
1980,Poland,Bronze,Moscow,Judo,Judo,"PAWLOWSKI, Janusz",Men,60 - 65KG (Half-Lightweight)
1980,,Gold,Moscow,Judo,Judo,"SOLODUKHIN, Nikolai",Men,60 - 65KG (Half-Lightweight)
1980,Mongolia,Silver,Moscow,Judo,Judo,"DAMDIN, Tsendying",Men,60 - 65KG (Half-Lightweight)
1980,Mongolia,Bronze,Moscow,Judo,Judo,"DAVAADALAI, Ravdan",Men,65 - 71KG (Lightweight)
1980,,Bronze,Moscow,Judo,Judo,"LEHMANN, Karl-Heinz",Men,65 - 71KG (Lightweight)
1980,Italy,Gold,Moscow,Judo,Judo,"GAMBA, Ezio",Men,65 - 71KG (Lightweight)
1980,United Kingdom,Silver,Moscow,Judo,Judo,"ADAMS, Neil",Men,65 - 71KG (Lightweight)
1980,,Bronze,Moscow,Judo,Judo,"HEINKE, Harald",Men,71 - 78KG (Half-Middleweight)
1980,France,Bronze,Moscow,Judo,Judo,"TCHOULLOUYAN, Bernard",Men,71 - 78KG (Half-Middleweight)
1980,,Gold,Moscow,Judo,Judo,"KHABARELI, Shota",Men,71 - 78KG (Half-Middleweight)
1980,Cuba,Silver,Moscow,Judo,Judo,"FERRER, Juan",Men,71 - 78KG (Half-Middleweight)
1980,,Bronze,Moscow,Judo,Judo,"ULTSCH, Detlef",Men,78 - 86KG (Middleweight)
1980,,Bronze,Moscow,Judo,Judo,"YATSKEVICH, Aleksandr",Men,78 - 86KG (Middleweight)
1980,Switzerland,Gold,Moscow,Judo,Judo,"RÖTHLISBERGER, Jürg",Men,78 - 86KG (Middleweight)
1980,Cuba,Silver,Moscow,Judo,Judo,"AZCUY OLIVA, Isaac",Men,78 - 86KG (Middleweight)
1980,,Bronze,Moscow,Judo,Judo,"LORENZ, Dietmar",Men,86 - 95KG (Half-Heavyweight)
1980,Netherlands,Bronze,Moscow,Judo,Judo,"NUMAN, Henk",Men,86 - 95KG (Half-Heavyweight)
1980,Belgium,Gold,Moscow,Judo,Judo,"VAN DE WALLE, Robert",Men,86 - 95KG (Half-Heavyweight)
1980,,Silver,Moscow,Judo,Judo,"KHUBULURI, Tengiz",Men,86 - 95KG (Half-Heavyweight)
1980,United Kingdom,Bronze,Moscow,Judo,Judo,"MAPP, Arthur",Men,Open Category
1980,Hungary,Bronze,Moscow,Judo,Judo,"OZSVAR, Andras",Men,Open Category
1980,,Gold,Moscow,Judo,Judo,"LORENZ, Dietmar",Men,Open Category
1980,France,Silver,Moscow,Judo,Judo,"PARISI, Angelo",Men,Open Category
1980,,Bronze,Moscow,Modern Pentathlon,Modern Pentath.,"LEDNEV, Pavel",Men,Individual Competition
1980,,Gold,Moscow,Modern Pentathlon,Modern Pentath.,"STAROSTIN, Anatoli",Men,Individual Competition
1980,Hungary,Silver,Moscow,Modern Pentathlon,Modern Pentath.,"SZOMBATHELYI, Tamas",Men,Individual Competition
1980,Sweden,Bronze,Moscow,Modern Pentathlon,Modern Pentath.,"HORVATH, George",Men,Team Competition
1980,Sweden,Bronze,Moscow,Modern Pentathlon,Modern Pentath.,"PETTERSSON, Lennart",Men,Team Competition
1980,Sweden,Bronze,Moscow,Modern Pentathlon,Modern Pentath.,"RASMUSON, Svante",Men,Team Competition
1980,,Gold,Moscow,Modern Pentathlon,Modern Pentath.,"LEDNEV, Pavel",Men,Team Competition
1980,,Gold,Moscow,Modern Pentathlon,Modern Pentath.,"LIPEEV, Evgeni",Men,Team Competition
1980,,Gold,Moscow,Modern Pentathlon,Modern Pentath.,"STAROSTIN, Anatoli",Men,Team Competition
1980,Hungary,Silver,Moscow,Modern Pentathlon,Modern Pentath.,"HORVATH, Laszlo",Men,Team Competition
1980,Hungary,Silver,Moscow,Modern Pentathlon,Modern Pentath.,"MARACSKO, Tibor",Men,Team Competition
1980,Hungary,Silver,Moscow,Modern Pentathlon,Modern Pentath.,"SZOMBATHELYI, Tamas",Men,Team Competition
1980,United Kingdom,Bronze,Moscow,Rowing,Rowing,"CARMICHAEL, Malcolm",Men,Coxless Pair (2-)
1980,United Kingdom,Bronze,Moscow,Rowing,Rowing,"WIGGIN, Charles",Men,Coxless Pair (2-)
1980,,Gold,Moscow,Rowing,Rowing,"LANDVOIGT, Bernd",Men,Coxless Pair (2-)
1980,,Gold,Moscow,Rowing,Rowing,"LANDVOIGT, Jörg",Men,Coxless Pair (2-)
1980,,Silver,Moscow,Rowing,Rowing,"PIMENOV, Nikolai",Men,Coxless Pair (2-)
1980,,Silver,Moscow,Rowing,Rowing,"PIMENOV, Yuri",Men,Coxless Pair (2-)
1980,,Bronze,Moscow,Rowing,Rowing,"PECKA, Zdenek",Men,Double Sculls (2X)
1980,,Bronze,Moscow,Rowing,Rowing,"VOCHOSKA, Vaclav",Men,Double Sculls (2X)
1980,,Gold,Moscow,Rowing,Rowing,"DREIFKE, Joachim",Men,Double Sculls (2X)
1980,,Gold,Moscow,Rowing,Rowing,"KRÖPPELIEN, Klaus",Men,Double Sculls (2X)
1980,,Silver,Moscow,Rowing,Rowing,"PANCIC, Zoran",Men,Double Sculls (2X)
1980,,Silver,Moscow,Rowing,Rowing,"STANULOV, Milorad",Men,Double Sculls (2X)
1980,,Bronze,Moscow,Rowing,Rowing,"HOMEGHI-BULARDA, Olga",Women,Double Sculls (2X)
1980,,Bronze,Moscow,Rowing,Rowing,"ROSCA-RASILA, Valeria",Women,Double Sculls (2X)
1980,,Gold,Moscow,Rowing,Rowing,"ALEXANDROVA-POPOVA, Larissa",Women,Double Sculls (2X)
1980,,Gold,Moscow,Rowing,Rowing,"KHLOPTSEVA, Elena",Women,Double Sculls (2X)
1980,,Silver,Moscow,Rowing,Rowing,"LINSE, Cornelia",Women,Double Sculls (2X)
1980,,Silver,Moscow,Rowing,Rowing,"WESTPHAL, Heidi",Women,Double Sculls (2X)
1980,,Bronze,Moscow,Rowing,Rowing,"DMITRIENKO, Grigori",Men,Eight With Coxswain (8+)
1980,,Bronze,Moscow,Rowing,Rowing,"KOKOSHIN, Viktor",Men,Eight With Coxswain (8+)
1980,,Bronze,Moscow,Rowing,Rowing,"LUGIN, Andrei",Men,Eight With Coxswain (8+)
1980,,Bronze,Moscow,Rowing,Rowing,"MAISTRENKO, Igor",Men,Eight With Coxswain (8+)
1980,,Bronze,Moscow,Rowing,Rowing,"MANTSEVICH, Aleksandr",Men,Eight With Coxswain (8+)
1980,,Bronze,Moscow,Rowing,Rowing,"NORMANTAS, Ionas",Men,Eight With Coxswain (8+)
1980,,Bronze,Moscow,Rowing,Rowing,"PINTSKUS, Ionas",Men,Eight With Coxswain (8+)
1980,,Bronze,Moscow,Rowing,Rowing,"TISHCHENKO, Andrei",Men,Eight With Coxswain (8+)
1980,,Bronze,Moscow,Rowing,Rowing,"TKACHENKO, Aleksandr",Men,Eight With Coxswain (8+)
1980,,Gold,Moscow,Rowing,Rowing,"DOBERSCHÜTZ, Jens",Men,Eight With Coxswain (8+)
1980,,Gold,Moscow,Rowing,Rowing,"DÜHRING, Uwe",Men,Eight With Coxswain (8+)
1980,,Gold,Moscow,Rowing,Rowing,"FRIEDRICH, Jörg",Men,Eight With Coxswain (8+)
1980,,Gold,Moscow,Rowing,Rowing,"HÖING, Bernd",Men,Eight With Coxswain (8+)
1980,,Gold,Moscow,Rowing,Rowing,"KARNATZ, Ulrich",Men,Eight With Coxswain (8+)
1980,,Gold,Moscow,Rowing,Rowing,"KONS, Ulrich",Men,Eight With Coxswain (8+)
1980,,Gold,Moscow,Rowing,Rowing,"KOPPE, Hans-Peter",Men,Eight With Coxswain (8+)
1980,,Gold,Moscow,Rowing,Rowing,"KRAUSS, Bernd",Men,Eight With Coxswain (8+)
1980,,Gold,Moscow,Rowing,Rowing,"LUDWIG, Klaus-Dieter",Men,Eight With Coxswain (8+)
1980,United Kingdom,Silver,Moscow,Rowing,Rowing,"CLAY, Henry",Men,Eight With Coxswain (8+)
1980,United Kingdom,Silver,Moscow,Rowing,Rowing,"JUSTICE, Andrew",Men,Eight With Coxswain (8+)
1980,United Kingdom,Silver,Moscow,Rowing,Rowing,"MAHONEY, Chris",Men,Eight With Coxswain (8+)
1980,United Kingdom,Silver,Moscow,Rowing,Rowing,"MCDOUGALL, Duncan",Men,Eight With Coxswain (8+)
1980,United Kingdom,Silver,Moscow,Rowing,Rowing,"MCGOWAN, Malkolm",Men,Eight With Coxswain (8+)
1980,United Kingdom,Silver,Moscow,Rowing,Rowing,"MOYNIHAN, Colin",Men,Eight With Coxswain (8+)
1980,United Kingdom,Silver,Moscow,Rowing,Rowing,"PRITCHARD, John",Men,Eight With Coxswain (8+)
1980,United Kingdom,Silver,Moscow,Rowing,Rowing,"STANHOPE, Richard",Men,Eight With Coxswain (8+)
1980,United Kingdom,Silver,Moscow,Rowing,Rowing,"WHITWELL, Allan",Men,Eight With Coxswain (8+)
1980,,Bronze,Moscow,Rowing,Rowing,"APOSTEANU, Angelica",Women,Eight With Coxswain (8+)
1980,,Bronze,Moscow,Rowing,Rowing,"BONDAR, Elena",Women,Eight With Coxswain (8+)
1980,,Bronze,Moscow,Rowing,Rowing,"BUCUR, Florica",Women,Eight With Coxswain (8+)
1980,,Bronze,Moscow,Rowing,Rowing,"CONSTANTINESCU, Maria",Women,Eight With Coxswain (8+)
1980,,Bronze,Moscow,Rowing,Rowing,"DOBRITOIU, Elena",Women,Eight With Coxswain (8+)
1980,,Bronze,Moscow,Rowing,Rowing,"FRINTU, Rodica",Women,Eight With Coxswain (8+)
1980,,Bronze,Moscow,Rowing,Rowing,"ILIUTA, Ana",Women,Eight With Coxswain (8+)
1980,,Bronze,Moscow,Rowing,Rowing,"PUSCATU-ARBA, Rodica",Women,Eight With Coxswain (8+)
1980,,Bronze,Moscow,Rowing,Rowing,"ZAGONI, Marlena",Women,Eight With Coxswain (8+)
1980,,Gold,Moscow,Rowing,Rowing,"BOESLER, Martina",Women,Eight With Coxswain (8+)
1980,,Gold,Moscow,Rowing,Rowing,"KNETSCH-KÖPKE, Christiane",Women,Eight With Coxswain (8+)
1980,,Gold,Moscow,Rowing,Rowing,"LOHS-KUHN, Gabriele",Women,Eight With Coxswain (8+)
1980,,Gold,Moscow,Rowing,Rowing,"METZE, Karin",Women,Eight With Coxswain (8+)
1980,,Gold,Moscow,Rowing,Rowing,"NEISSER, Kersten",Women,Eight With Coxswain (8+)
1980,,Gold,Moscow,Rowing,Rowing,"RICHTER, Ilona",Women,Eight With Coxswain (8+)
1980,,Gold,Moscow,Rowing,Rowing,"SANDIG, Marita",Women,Eight With Coxswain (8+)
1980,,Gold,Moscow,Rowing,Rowing,"SCHÜTZ, Birgit",Women,Eight With Coxswain (8+)
1980,,Gold,Moscow,Rowing,Rowing,"WILKE, Marina",Women,Eight With Coxswain (8+)
1980,,Silver,Moscow,Rowing,Rowing,"FROLOVA, Nina",Women,Eight With Coxswain (8+)
1980,,Silver,Moscow,Rowing,Rowing,"PAZIUN, Maria",Women,Eight With Coxswain (8+)
1980,,Silver,Moscow,Rowing,Rowing,"PIVOVAROVA, Olga",Women,Eight With Coxswain (8+)
1980,,Silver,Moscow,Rowing,Rowing,"PREOBRAZHENSKAIA, Nina",Women,Eight With Coxswain (8+)
1980,,Silver,Moscow,Rowing,Rowing,"PRISHCHEPA, Nadezhda",Women,Eight With Coxswain (8+)
1980,,Silver,Moscow,Rowing,Rowing,"STETSENKO, Tatiana",Women,Eight With Coxswain (8+)
1980,,Silver,Moscow,Rowing,Rowing,"TERESHINA, Elena",Women,Eight With Coxswain (8+)
1980,,Silver,Moscow,Rowing,Rowing,"UMANETS, Nina",Women,Eight With Coxswain (8+)
1980,,Silver,Moscow,Rowing,Rowing,"ZHULINA, Valentina",Women,Eight With Coxswain (8+)
1980,United Kingdom,Bronze,Moscow,Rowing,Rowing,"BEATTIE, John",Men,Four Without Coxswain (4-)
1980,United Kingdom,Bronze,Moscow,Rowing,Rowing,"CROSS, Martin",Men,Four Without Coxswain (4-)
1980,United Kingdom,Bronze,Moscow,Rowing,Rowing,"MCNUFF, Ian",Men,Four Without Coxswain (4-)
1980,United Kingdom,Bronze,Moscow,Rowing,Rowing,"TOWNSEND, David",Men,Four Without Coxswain (4-)
1980,,Gold,Moscow,Rowing,Rowing,"BRIETZKE, Siegfried",Men,Four Without Coxswain (4-)
1980,,Gold,Moscow,Rowing,Rowing,"DECKER, Andreas",Men,Four Without Coxswain (4-)
1980,,Gold,Moscow,Rowing,Rowing,"SEMMLER, Stefan",Men,Four Without Coxswain (4-)
1980,,Gold,Moscow,Rowing,Rowing,"THIELE, Jürgen",Men,Four Without Coxswain (4-)
1980,,Silver,Moscow,Rowing,Rowing,"DOLININ, Valeri",Men,Four Without Coxswain (4-)
1980,,Silver,Moscow,Rowing,Rowing,"ELISEEV, Vitali",Men,Four Without Coxswain (4-)
1980,,Silver,Moscow,Rowing,Rowing,"KAMKIN, Aleksei",Men,Four Without Coxswain (4-)
1980,,Silver,Moscow,Rowing,Rowing,"KULAGIN, Aleksandr",Men,Four Without Coxswain (4-)
1980,Poland,Bronze,Moscow,Rowing,Rowing,"KUBIAK, Ryszard",Men,Four-Oared Shell With Coxswain (4-)
1980,Poland,Bronze,Moscow,Rowing,Rowing,"NOWAK, Grzegorz",Men,Four-Oared Shell With Coxswain (4-)
1980,Poland,Bronze,Moscow,Rowing,Rowing,"STADNIUK, Ryszard",Men,Four-Oared Shell With Coxswain (4-)
1980,Poland,Bronze,Moscow,Rowing,Rowing,"STELLAK, Grzegorz",Men,Four-Oared Shell With Coxswain (4-)
1980,Poland,Bronze,Moscow,Rowing,Rowing,"TOMASIAK, Adam",Men,Four-Oared Shell With Coxswain (4-)
1980,,Gold,Moscow,Rowing,Rowing,"DIESSNER, Ullrich",Men,Four-Oared Shell With Coxswain (4-)
1980,,Gold,Moscow,Rowing,Rowing,"DIESSNER, Walter",Men,Four-Oared Shell With Coxswain (4-)
1980,,Gold,Moscow,Rowing,Rowing,"DÖHN, Gottfried",Men,Four-Oared Shell With Coxswain (4-)
1980,,Gold,Moscow,Rowing,Rowing,"GREGOR, Andreas",Men,Four-Oared Shell With Coxswain (4-)
1980,,Gold,Moscow,Rowing,Rowing,"WENDISCH, Dieter",Men,Four-Oared Shell With Coxswain (4-)
1980,,Silver,Moscow,Rowing,Rowing,"BERZINSH, Yuris",Men,Four-Oared Shell With Coxswain (4-)
1980,,Silver,Moscow,Rowing,Rowing,"GARONSKIS, Artur",Men,Four-Oared Shell With Coxswain (4-)
1980,,Silver,Moscow,Rowing,Rowing,"KRISHIANIS, Dimant",Men,Four-Oared Shell With Coxswain (4-)
1980,,Silver,Moscow,Rowing,Rowing,"KRISHIANIS, Dzintars",Men,Four-Oared Shell With Coxswain (4-)
1980,,Silver,Moscow,Rowing,Rowing,"TIKMERS, Zhorzh",Men,Four-Oared Shell With Coxswain (4-)
1980,,Bronze,Moscow,Rowing,Rowing,"CHEREMISINA, Nina",Women,Four-Oared Shell With Coxswain (4-)
1980,,Bronze,Moscow,Rowing,Rowing,"FADEEVA, Maria",Women,Four-Oared Shell With Coxswain (4-)
1980,,Bronze,Moscow,Rowing,Rowing,"SEMENOVA, Svetlana",Women,Four-Oared Shell With Coxswain (4-)
1980,,Bronze,Moscow,Rowing,Rowing,"SOVETNIKOVA, Galina",Women,Four-Oared Shell With Coxswain (4-)
1980,,Bronze,Moscow,Rowing,Rowing,"STUDNEVA, Marina",Women,Four-Oared Shell With Coxswain (4-)
1980,,Gold,Moscow,Rowing,Rowing,"FRÖHLICH, Silvia",Women,Four-Oared Shell With Coxswain (4-)
1980,,Gold,Moscow,Rowing,Rowing,"KAPHEIM, Ramona",Women,Four-Oared Shell With Coxswain (4-)
1980,,Gold,Moscow,Rowing,Rowing,"NOACK, Angelika",Women,Four-Oared Shell With Coxswain (4-)
1980,,Gold,Moscow,Rowing,Rowing,"SAALFELD, Romy",Women,Four-Oared Shell With Coxswain (4-)
1980,,Gold,Moscow,Rowing,Rowing,"WENZEL, Kirsten",Women,Four-Oared Shell With Coxswain (4-)
1980,Bulgaria,Silver,Moscow,Rowing,Rowing,"FILIPOVA, Nadezhda",Women,Four-Oared Shell With Coxswain (4-)
1980,Bulgaria,Silver,Moscow,Rowing,Rowing,"GUROVA, Ginka",Women,Four-Oared Shell With Coxswain (4-)
1980,Bulgaria,Silver,Moscow,Rowing,Rowing,"MODEVA, Mariika",Women,Four-Oared Shell With Coxswain (4-)
1980,Bulgaria,Silver,Moscow,Rowing,Rowing,"TODOROVA, Rita",Women,Four-Oared Shell With Coxswain (4-)
1980,Bulgaria,Silver,Moscow,Rowing,Rowing,"VELINOVA, Iskra",Women,Four-Oared Shell With Coxswain (4-)
1980,Bulgaria,Bronze,Moscow,Rowing,Rowing,"GRUITCHEVA-KUBATOVA, Stoyanka",Women,Pair Without Coxswain (2-)
1980,Bulgaria,Bronze,Moscow,Rowing,Rowing,"KELBETCHEVA-BARBULOVA, Siika",Women,Pair Without Coxswain (2-)
1980,,Gold,Moscow,Rowing,Rowing,"KLIER, Cornelia",Women,Pair Without Coxswain (2-)
1980,,Gold,Moscow,Rowing,Rowing,"STEINDORF, Ute",Women,Pair Without Coxswain (2-)
1980,Poland,Silver,Moscow,Rowing,Rowing,"DLUZEWSKA, Malgorzata",Women,Pair Without Coxswain (2-)
1980,Poland,Silver,Moscow,Rowing,Rowing,"KOSCIANSKA, Czeslawa",Women,Pair Without Coxswain (2-)
1980,,Bronze,Moscow,Rowing,Rowing,"CELENT, Zlatko",Men,Pair-Oared Shell With Coxswain (2+)
1980,,Bronze,Moscow,Rowing,Rowing,"MRDULJAS, Dusko",Men,Pair-Oared Shell With Coxswain (2+)
1980,,Bronze,Moscow,Rowing,Rowing,"REIC, Josip",Men,Pair-Oared Shell With Coxswain (2+)
1980,,Gold,Moscow,Rowing,Rowing,"JÄHRLING, Harald",Men,Pair-Oared Shell With Coxswain (2+)
1980,,Gold,Moscow,Rowing,Rowing,"SPOHR, Georg",Men,Pair-Oared Shell With Coxswain (2+)
1980,,Gold,Moscow,Rowing,Rowing,"ULRICH, Friedrich-Wilhelm",Men,Pair-Oared Shell With Coxswain (2+)
1980,,Silver,Moscow,Rowing,Rowing,"KRIUCHKIN, Gennadi",Men,Pair-Oared Shell With Coxswain (2+)
1980,,Silver,Moscow,Rowing,Rowing,"LUKYANOV, Aleksandr",Men,Pair-Oared Shell With Coxswain (2+)
1980,,Silver,Moscow,Rowing,Rowing,"PEREVERZEV, Viktor",Men,Pair-Oared Shell With Coxswain (2+)
1980,Bulgaria,Bronze,Moscow,Rowing,Rowing,"BAKOVA, Anka",Women,Quadruple Sculls With Coxswain (4X)
1980,Bulgaria,Bronze,Moscow,Rowing,Rowing,"BONCHEVA, Rumeliana",Women,Quadruple Sculls With Coxswain (4X)
1980,Bulgaria,Bronze,Moscow,Rowing,Rowing,"GEORGIEVA, Stanka",Women,Quadruple Sculls With Coxswain (4X)
1980,Bulgaria,Bronze,Moscow,Rowing,Rowing,"NAKOVA, Dolores",Women,Quadruple Sculls With Coxswain (4X)
1980,Bulgaria,Bronze,Moscow,Rowing,Rowing,"SERBEZOVA, Mariana",Women,Quadruple Sculls With Coxswain (4X)
1980,,Gold,Moscow,Rowing,Rowing,"LAU, Jutta",Women,Quadruple Sculls With Coxswain (4X)
1980,,Gold,Moscow,Rowing,Rowing,"PLOCH, Jutta",Women,Quadruple Sculls With Coxswain (4X)
1980,,Gold,Moscow,Rowing,Rowing,"REINHARD, Sybille",Women,Quadruple Sculls With Coxswain (4X)
1980,,Gold,Moscow,Rowing,Rowing,"WEIGELT-BUHR, Liane",Women,Quadruple Sculls With Coxswain (4X)
1980,,Gold,Moscow,Rowing,Rowing,"ZOBELT, Roswietha",Women,Quadruple Sculls With Coxswain (4X)
1980,,Silver,Moscow,Rowing,Rowing,"CHEREMISINA, Nina",Women,Quadruple Sculls With Coxswain (4X)
1980,,Silver,Moscow,Rowing,Rowing,"LIUBIMOVA, Nadezhda",Women,Quadruple Sculls With Coxswain (4X)
1980,,Silver,Moscow,Rowing,Rowing,"MATIEVSKAIA, Elena",Women,Quadruple Sculls With Coxswain (4X)
1980,,Silver,Moscow,Rowing,Rowing,"PUSTOVIT, Antonina",Women,Quadruple Sculls With Coxswain (4X)
1980,,Silver,Moscow,Rowing,Rowing,"VASILCHENKO, Olga",Women,Quadruple Sculls With Coxswain (4X)
1980,Bulgaria,Bronze,Moscow,Rowing,Rowing,"DOBREV, Bogdan",Men,Quadruple Sculls Without Coxswain (4X)
1980,Bulgaria,Bronze,Moscow,Rowing,Rowing,"NIKOLOV, Mintcho",Men,Quadruple Sculls Without Coxswain (4X)
1980,Bulgaria,Bronze,Moscow,Rowing,Rowing,"PETROV, Liubomir",Men,Quadruple Sculls Without Coxswain (4X)
1980,Bulgaria,Bronze,Moscow,Rowing,Rowing,"RUSEV, Ivo",Men,Quadruple Sculls Without Coxswain (4X)
1980,,Gold,Moscow,Rowing,Rowing,"BUNK, Karsten",Men,Quadruple Sculls Without Coxswain (4X)
1980,,Gold,Moscow,Rowing,Rowing,"DUNDR, Frank",Men,Quadruple Sculls Without Coxswain (4X)
1980,,Gold,Moscow,Rowing,Rowing,"HEPPNER, Uwe",Men,Quadruple Sculls Without Coxswain (4X)
1980,,Gold,Moscow,Rowing,Rowing,"WINTER, Martin",Men,Quadruple Sculls Without Coxswain (4X)
1980,,Silver,Moscow,Rowing,Rowing,"BARBAKOV, Evgeni",Men,Quadruple Sculls Without Coxswain (4X)
1980,,Silver,Moscow,Rowing,Rowing,"DOVGAN, Nikolai",Men,Quadruple Sculls Without Coxswain (4X)
1980,,Silver,Moscow,Rowing,Rowing,"KLESHNEV, Valeri",Men,Quadruple Sculls Without Coxswain (4X)
1980,,Silver,Moscow,Rowing,Rowing,"SHAPOCHKA, Yuri",Men,Quadruple Sculls Without Coxswain (4X)
1980,,Bronze,Moscow,Rowing,Rowing,"KERSTEN, Peter",Men,Single Sculls (1X)
