Year,Country,Medal,City,Sport,Discipline,Athlete,Gender,Event
1956,,Silver,Melbourne / Stockholm,Weightlifting,Weightlifting,"STEPANOV, Vasili",Men,"75 - 82.5KG, Total (Light-Heavyweight)"
1956,France,Bronze,Melbourne / Stockholm,Weightlifting,Weightlifting,"DEBUF, Jean",Men,"82.5 - 90KG, Total (Middle-Heavyweight)"
1956,,Gold,Melbourne / Stockholm,Weightlifting,Weightlifting,"VOROBYEV, Arkadi",Men,"82.5 - 90KG, Total (Middle-Heavyweight)"
1956,United States,Silver,Melbourne / Stockholm,Weightlifting,Weightlifting,"SHEPPARD, David Joseph",Men,"82.5 - 90KG, Total (Middle-Heavyweight)"
1956,Turkey,Bronze,Melbourne / Stockholm,Wrestling,Wrestling Free.,"AKBAS, Hüseyin",Men,- 52KG (Flyweight)
1956,,Gold,Melbourne / Stockholm,Wrestling,Wrestling Free.,"TSALKALAMANIDZE, Mirian",Men,- 52KG (Flyweight)
1956,Iran,Silver,Melbourne / Stockholm,Wrestling,Wrestling Free.,"KHOJASTEHPOUR, Mohammad Ali",Men,- 52KG (Flyweight)
1956,Finland,Bronze,Melbourne / Stockholm,Wrestling,Wrestling Free.,"KANGASNIEMI, Taisto Ilmari",Men,+ 87KG (Heavyweight)
1956,Turkey,Gold,Melbourne / Stockholm,Wrestling,Wrestling Free.,"KAPLAN, Hamit",Men,+ 87KG (Heavyweight)
1956,Bulgaria,Silver,Melbourne / Stockholm,Wrestling,Wrestling Free.,"MEKMEDOV, Hussein Alitiev",Men,+ 87KG (Heavyweight)
1956,,Bronze,Melbourne / Stockholm,Wrestling,Wrestling Free.,"SHAKHOV, Mikhail",Men,52 - 57KG (Bantamweight)
1956,Turkey,Gold,Melbourne / Stockholm,Wrestling,Wrestling Free.,"DAGISTANLI, Mustafa",Men,52 - 57KG (Bantamweight)
1956,Iran,Silver,Melbourne / Stockholm,Wrestling,Wrestling Free.,"YAGHOUBI, Mohammad Mehdi",Men,52 - 57KG (Bantamweight)
1956,Finland,Bronze,Melbourne / Stockholm,Wrestling,Wrestling Free.,"PENTTILÄ, Erkki Eino Antero",Men,57 - 63KG (Featherweight)
1956,Japan,Gold,Melbourne / Stockholm,Wrestling,Wrestling Free.,"SASAHARA, Shozo",Men,57 - 63KG (Featherweight)
1956,Belgium,Silver,Melbourne / Stockholm,Wrestling,Wrestling Free.,"MEWIS, Joseph",Men,57 - 63KG (Featherweight)
1956,,Bronze,Melbourne / Stockholm,Wrestling,Wrestling Free.,"BESTAEV, Alimbeg",Men,63 - 67KG (Lightweight)
1956,Iran,Gold,Melbourne / Stockholm,Wrestling,Wrestling Free.,"HABIBI-GOUDARZI, Emamali",Men,63 - 67KG (Lightweight)
1956,Japan,Silver,Melbourne / Stockholm,Wrestling,Wrestling Free.,"KASAHARA, Shigeru",Men,63 - 67KG (Lightweight)
1956,,Bronze,Melbourne / Stockholm,Wrestling,Wrestling Free.,"BALAVADZE, Vakhtang",Men,67 - 73KG (Welterweight)
1956,Japan,Gold,Melbourne / Stockholm,Wrestling,Wrestling Free.,"IKEDA, Mitsuo",Men,67 - 73KG (Welterweight)
1956,Turkey,Silver,Melbourne / Stockholm,Wrestling,Wrestling Free.,"ZENGIN, Ibrahim",Men,67 - 73KG (Welterweight)
1956,,Bronze,Melbourne / Stockholm,Wrestling,Wrestling Free.,"SKHIRTLADZE, Georgi",Men,73 - 79KG (Middleweight)
1956,Bulgaria,Gold,Melbourne / Stockholm,Wrestling,Wrestling Free.,"STANCHEV, Nikola Nikolov",Men,73 - 79KG (Middleweight)
1956,United States,Silver,Melbourne / Stockholm,Wrestling,Wrestling Free.,"HODGE, Daniel Allen",Men,73 - 79KG (Middleweight)
1956,United States,Bronze,Melbourne / Stockholm,Wrestling,Wrestling Free.,"BLAIR, Peter Steele",Men,79 - 87KG (Light-Heavyweight)
1956,Iran,Gold,Melbourne / Stockholm,Wrestling,Wrestling Free.,"TAKHTI, Gholam Reza",Men,79 - 87KG (Light-Heavyweight)
1956,,Silver,Melbourne / Stockholm,Wrestling,Wrestling Free.,"KULAEV, Boris",Men,79 - 87KG (Light-Heavyweight)
1956,Turkey,Bronze,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"EGRIBAS, Dursan Ali",Men,- 52KG (Flyweight)
1956,,Gold,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"SOLOVIEV, Nikolai",Men,- 52KG (Flyweight)
1956,Italy,Silver,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"FABRA, Ignazio",Men,- 52KG (Flyweight)
1956,Italy,Bronze,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"BULGARELLI, Adelmo",Men,+ 87KG (Super Heavyweight)
1956,,Gold,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"PARFENOV, Anatoli",Men,+ 87KG (Super Heavyweight)
1956,,Silver,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"DIETRICH, Wilfried",Men,+ 87KG (Super Heavyweight)
1956,,Bronze,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"HORVATH, Francisc",Men,52 - 57KG (Bantamweight)
1956,,Gold,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"VYRUPAEV, Konstantin",Men,52 - 57KG (Bantamweight)
1956,Sweden,Silver,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"VESTERBY, Edvin",Men,52 - 57KG (Bantamweight)
1956,,Bronze,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"DZENELADZE, Roman",Men,57 - 61KG (Featherweight)
1956,Finland,Gold,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"MÄKINEN, Rauno Leonard",Men,57 - 61KG (Featherweight)
1956,Hungary,Silver,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"POLYAK, Imre",Men,57 - 61KG (Featherweight)
1956,Hungary,Bronze,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"TOTH, Gyula",Men,61 - 67KG (Lightweight)
1956,Finland,Gold,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"LEHTONEN, Kyösti Eemil",Men,61 - 67KG (Lightweight)
1956,Turkey,Silver,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"DOGAN, Riza",Men,61 - 67KG (Lightweight)
1956,Sweden,Bronze,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"BERLIN, Per Gunnar",Men,67 - 73KG (Welterweight)
1956,Turkey,Gold,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"BAYRAK, Mithat",Men,67 - 73KG (Welterweight)
1956,,Silver,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"MANEEV, Vladimir",Men,67 - 73KG (Welterweight)
1956,Sweden,Bronze,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"JANSSON, Rune",Men,73 - 79KG (Middleweight)
1956,,Gold,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"KARTOZIYA, Givi",Men,73 - 79KG (Middleweight)
1956,Bulgaria,Silver,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"DOBREV, Dimitre Dimitrov",Men,73 - 79KG (Middleweight)
1956,Sweden,Bronze,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"NILSSON, Karl-Erik",Men,79 - 87KG (Light-Heavyweight)
1956,,Gold,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"NIKOLAEV, Valentin",Men,79 - 87KG (Light-Heavyweight)
1956,Bulgaria,Silver,Melbourne / Stockholm,Wrestling,Wrestling Gre-R,"SIRAKOV, Petko Atanasov",Men,79 - 87KG (Light-Heavyweight)
1960,United Kingdom,Bronze,Rome,Aquatics,Diving,"PHELPS, Brian Eric",Men,10M Platform
1960,United States,Gold,Rome,Aquatics,Diving,"WEBSTER, Robert David",Men,10M Platform
1960,United States,Silver,Rome,Aquatics,Diving,"TOBIAN, Gary Milburn",Men,10M Platform
1960,,Bronze,Rome,Aquatics,Diving,"KRUTOVA, Ninel",Women,10M Platform
1960,,Gold,Rome,Aquatics,Diving,"KRÄMER-ENGEL-GULBIN, Ingrid",Women,10M Platform
1960,United States,Silver,Rome,Aquatics,Diving,"MYERS-POPE, Paula Jean",Women,10M Platform
1960,Mexico,Bronze,Rome,Aquatics,Diving,"BOTELLA MEDINA, Juan",Men,3M Springboard
1960,United States,Gold,Rome,Aquatics,Diving,"TOBIAN, Gary Milburn",Men,3M Springboard
1960,United States,Silver,Rome,Aquatics,Diving,"HALL, Samuel Nesley",Men,3M Springboard
1960,United Kingdom,Bronze,Rome,Aquatics,Diving,"FERRIS, Elizabeth Anne E.",Women,3M Springboard
1960,,Gold,Rome,Aquatics,Diving,"KRÄMER-ENGEL-GULBIN, Ingrid",Women,3M Springboard
1960,United States,Silver,Rome,Aquatics,Diving,"MYERS-POPE, Paula Jean",Women,3M Springboard
1960,United States,Bronze,Rome,Aquatics,Swimming,"BENNETT, Robert Earl",Men,100M Backstroke
1960,Australia,Gold,Rome,Aquatics,Swimming,"THEILE, David Egmont",Men,100M Backstroke
1960,United States,Silver,Rome,Aquatics,Swimming,"MCKINNEY, Frank Edward Jr.",Men,100M Backstroke
1960,Japan,Bronze,Rome,Aquatics,Swimming,"TANAKA, Satoko",Women,100M Backstroke
1960,United States,Gold,Rome,Aquatics,Swimming,"BURKE, Lynn Edythe",Women,100M Backstroke
1960,United Kingdom,Silver,Rome,Aquatics,Swimming,"STEWARD, Natalie Alwyne",Women,100M Backstroke
1960,Australia,Bronze,Rome,Aquatics,Swimming,"ANDREW, Janice",Women,100M Butterfly
1960,United States,Gold,Rome,Aquatics,Swimming,"SCHULER, Carolyn Jane",Women,100M Butterfly
1960,Netherlands,Silver,Rome,Aquatics,Swimming,"HEEMSKERK, Marianne Yvonne",Women,100M Butterfly
1960,Brazil,Bronze,Rome,Aquatics,Swimming,"DOS SANTOS, Manoel",Men,100M Freestyle
1960,Australia,Gold,Rome,Aquatics,Swimming,"DEVITT, John",Men,100M Freestyle
1960,United States,Silver,Rome,Aquatics,Swimming,"LARSON, Lance Melvin",Men,100M Freestyle
1960,United Kingdom,Bronze,Rome,Aquatics,Swimming,"STEWARD, Natalie Alwyne",Women,100M Freestyle
1960,Australia,Gold,Rome,Aquatics,Swimming,"FRASER, Dawn",Women,100M Freestyle
1960,United States,Silver,Rome,Aquatics,Swimming,"VON SALTZA, Susan Christina",Women,100M Freestyle
1960,United States,Bronze,Rome,Aquatics,Swimming,"BREEN, George Thomas",Men,1500M Freestyle
1960,Australia,Gold,Rome,Aquatics,Swimming,"KONRADS, John (Jon)",Men,1500M Freestyle
1960,Australia,Silver,Rome,Aquatics,Swimming,"ROSE, Murray",Men,1500M Freestyle
1960,Netherlands,Bronze,Rome,Aquatics,Swimming,"MENSONIDES, Wieger Emile",Men,200M Breaststroke
1960,United States,Gold,Rome,Aquatics,Swimming,"MULLIKEN, William Danforth",Men,200M Breaststroke
1960,Japan,Silver,Rome,Aquatics,Swimming,"OSAKI, Yoshihiko",Men,200M Breaststroke
1960,,Bronze,Rome,Aquatics,Swimming,"GÖBEL, Barbara",Women,200M Breaststroke
1960,United Kingdom,Gold,Rome,Aquatics,Swimming,"LONSBROUGH, Anita",Women,200M Breaststroke
1960,,Silver,Rome,Aquatics,Swimming,"URSELMANN, Wiltrud",Women,200M Breaststroke
1960,United States,Bronze,Rome,Aquatics,Swimming,"GILLANDERS, John David",Men,200M Butterfly
1960,United States,Gold,Rome,Aquatics,Swimming,"TROY, Michael Francis",Men,200M Butterfly
1960,Australia,Silver,Rome,Aquatics,Swimming,"HAYES, Neville",Men,200M Butterfly
1960,Australia,Bronze,Rome,Aquatics,Swimming,"KONRADS, John (Jon)",Men,400M Freestyle
1960,Australia,Gold,Rome,Aquatics,Swimming,"ROSE, Murray",Men,400M Freestyle
1960,Japan,Silver,Rome,Aquatics,Swimming,"YAMANAKA, Tsuyoshi",Men,400M Freestyle
1960,Netherlands,Bronze,Rome,Aquatics,Swimming,"LAGERBERG, Catharina (Tineke)",Women,400M Freestyle
1960,United States,Gold,Rome,Aquatics,Swimming,"VON SALTZA, Susan Christina",Women,400M Freestyle
1960,Sweden,Silver,Rome,Aquatics,Swimming,"CEDERQVIST, Jane",Women,400M Freestyle
1960,,Bronze,Rome,Aquatics,Swimming,"BRUNNER, Ursula",Women,4X100M Freestyle Relay
1960,,Bronze,Rome,Aquatics,Swimming,"PECHSTEIN, Heidi",Women,4X100M Freestyle Relay
1960,,Bronze,Rome,Aquatics,Swimming,"STEFFIN, Christel",Women,4X100M Freestyle Relay
1960,,Bronze,Rome,Aquatics,Swimming,"WEISS, Gisela",Women,4X100M Freestyle Relay
1960,United States,Gold,Rome,Aquatics,Swimming,"SPILLANE, Joan Arlene",Women,4X100M Freestyle Relay
1960,United States,Gold,Rome,Aquatics,Swimming,"STOBS, Shirley Anne",Women,4X100M Freestyle Relay
1960,United States,Gold,Rome,Aquatics,Swimming,"VON SALTZA, Susan Christina",Women,4X100M Freestyle Relay
1960,United States,Gold,Rome,Aquatics,Swimming,"WOOD, Carolyn Virginia",Women,4X100M Freestyle Relay
1960,Australia,Silver,Rome,Aquatics,Swimming,"COLQUHOUN, Alva",Women,4X100M Freestyle Relay
1960,Australia,Silver,Rome,Aquatics,Swimming,"CRAPP, Lorraine Joyce",Women,4X100M Freestyle Relay
1960,Australia,Silver,Rome,Aquatics,Swimming,"FRASER, Dawn",Women,4X100M Freestyle Relay
1960,Australia,Silver,Rome,Aquatics,Swimming,"KONRADS, Ilsa",Women,4X100M Freestyle Relay
1960,Japan,Bronze,Rome,Aquatics,Swimming,"HIRAKIDA, Koichi",Men,4X100M Medley Relay
1960,Japan,Bronze,Rome,Aquatics,Swimming,"OSAKI, Yoshihiko",Men,4X100M Medley Relay
1960,Japan,Bronze,Rome,Aquatics,Swimming,"SHIMIZU, Keigo",Men,4X100M Medley Relay
1960,Japan,Bronze,Rome,Aquatics,Swimming,"TOMITA, Kazuo",Men,4X100M Medley Relay
1960,United States,Gold,Rome,Aquatics,Swimming,"FARRELL, Felix Geoffrey",Men,4X100M Medley Relay
1960,United States,Gold,Rome,Aquatics,Swimming,"HAIT, Paul William",Men,4X100M Medley Relay
1960,United States,Gold,Rome,Aquatics,Swimming,"LARSON, Lance Melvin",Men,4X100M Medley Relay
1960,United States,Gold,Rome,Aquatics,Swimming,"MCKINNEY, Frank Edward Jr.",Men,4X100M Medley Relay
1960,Australia,Silver,Rome,Aquatics,Swimming,"GATHERCOLE, Terence",Men,4X100M Medley Relay
1960,Australia,Silver,Rome,Aquatics,Swimming,"HAYES, Neville",Men,4X100M Medley Relay
1960,Australia,Silver,Rome,Aquatics,Swimming,"SHIPTON, Geoffrey",Men,4X100M Medley Relay
1960,Australia,Silver,Rome,Aquatics,Swimming,"THEILE, David Egmont",Men,4X100M Medley Relay
1960,,Bronze,Rome,Aquatics,Swimming,"BRUNNER, Ursula",Women,4X100M Medley Relay
1960,,Bronze,Rome,Aquatics,Swimming,"FUHRMANN, Bärbel",Women,4X100M Medley Relay
1960,,Bronze,Rome,Aquatics,Swimming,"KÜPER, Ursula",Women,4X100M Medley Relay
1960,,Bronze,Rome,Aquatics,Swimming,"SCHMIDT, Ingrid",Women,4X100M Medley Relay
1960,United States,Gold,Rome,Aquatics,Swimming,"BURKE, Lynn Edythe",Women,4X100M Medley Relay
1960,United States,Gold,Rome,Aquatics,Swimming,"KEMPNER, Patricia",Women,4X100M Medley Relay
1960,United States,Gold,Rome,Aquatics,Swimming,"SCHULER, Carolyn Jane",Women,4X100M Medley Relay
1960,United States,Gold,Rome,Aquatics,Swimming,"VON SALTZA, Susan Christina",Women,4X100M Medley Relay
1960,Australia,Silver,Rome,Aquatics,Swimming,"ANDREW, Janice",Women,4X100M Medley Relay
1960,Australia,Silver,Rome,Aquatics,Swimming,"FRASER, Dawn",Women,4X100M Medley Relay
1960,Australia,Silver,Rome,Aquatics,Swimming,"LASSIG, Rosemary",Women,4X100M Medley Relay
1960,Australia,Silver,Rome,Aquatics,Swimming,"WILSON, Maryleen Joy",Women,4X100M Medley Relay
1960,Australia,Bronze,Rome,Aquatics,Swimming,"DEVITT, John",Men,4X200M Freestyle Relay
1960,Australia,Bronze,Rome,Aquatics,Swimming,"DICKSON, David Gavin",Men,4X200M Freestyle Relay
1960,Australia,Bronze,Rome,Aquatics,Swimming,"KONRADS, John (Jon)",Men,4X200M Freestyle Relay
1960,Australia,Bronze,Rome,Aquatics,Swimming,"ROSE, Murray",Men,4X200M Freestyle Relay
1960,United States,Gold,Rome,Aquatics,Swimming,"BLICK, Richard Adolph",Men,4X200M Freestyle Relay
1960,United States,Gold,Rome,Aquatics,Swimming,"FARRELL, Felix Geoffrey",Men,4X200M Freestyle Relay
1960,United States,Gold,Rome,Aquatics,Swimming,"HARRISON, George Prifold",Men,4X200M Freestyle Relay
1960,United States,Gold,Rome,Aquatics,Swimming,"TROY, Michael Francis",Men,4X200M Freestyle Relay
1960,Japan,Silver,Rome,Aquatics,Swimming,"FUJIMOTO, Tatsuo",Men,4X200M Freestyle Relay
1960,Japan,Silver,Rome,Aquatics,Swimming,"FUKUI, Makoto",Men,4X200M Freestyle Relay
1960,Japan,Silver,Rome,Aquatics,Swimming,"ISHII, Hiroshi",Men,4X200M Freestyle Relay
1960,Japan,Silver,Rome,Aquatics,Swimming,"YAMANAKA, Tsuyoshi",Men,4X200M Freestyle Relay
1960,Hungary,Bronze,Rome,Aquatics,Water polo,"BOROS, Otto",Men,Water Polo
1960,Hungary,Bronze,Rome,Aquatics,Water polo,"DÖMÖTÖR, Zoltan",Men,Water Polo
1960,Hungary,Bronze,Rome,Aquatics,Water polo,"FELKAI, Laszlo",Men,Water Polo
1960,Hungary,Bronze,Rome,Aquatics,Water polo,"GYARMATI, Dezso",Men,Water Polo
1960,Hungary,Bronze,Rome,Aquatics,Water polo,"HEVESI, Istvan",Men,Water Polo
1960,Hungary,Bronze,Rome,Aquatics,Water polo,"JENEI, Laszlo",Men,Water Polo
1960,Hungary,Bronze,Rome,Aquatics,Water polo,"KANIZSA, Tivadar",Men,Water Polo
1960,Hungary,Bronze,Rome,Aquatics,Water polo,"KARPATI, György",Men,Water Polo
1960,Hungary,Bronze,Rome,Aquatics,Water polo,"KATONA, Andras",Men,Water Polo
1960,Hungary,Bronze,Rome,Aquatics,Water polo,"MARKOVICS, Kalman",Men,Water Polo
1960,Hungary,Bronze,Rome,Aquatics,Water polo,"MAYER, Mihaly",Men,Water Polo
1960,Hungary,Bronze,Rome,Aquatics,Water polo,"RUSORAN, Peter",Men,Water Polo
1960,Italy,Gold,Rome,Aquatics,Water polo,"AMBRON, Amedeo",Men,Water Polo
1960,Italy,Gold,Rome,Aquatics,Water polo,"BARDI, Danilo",Men,Water Polo
1960,Italy,Gold,Rome,Aquatics,Water polo,"D'ALTRUI, Giuseppe",Men,Water Polo
1960,Italy,Gold,Rome,Aquatics,Water polo,"GIONTA, Salvatore",Men,Water Polo
1960,Italy,Gold,Rome,Aquatics,Water polo,"GUERRINI, Giancarlo",Men,Water Polo
1960,Italy,Gold,Rome,Aquatics,Water polo,"LAVORATORI, Franco",Men,Water Polo
1960,Italy,Gold,Rome,Aquatics,Water polo,"LONZI, Gianni",Men,Water Polo
1960,Italy,Gold,Rome,Aquatics,Water polo,"MANNELLI, Luigi",Men,Water Polo
1960,Italy,Gold,Rome,Aquatics,Water polo,"PARMEGIANI, Rosario",Men,Water Polo
1960,Italy,Gold,Rome,Aquatics,Water polo,"PIZZO, Eraldo",Men,Water Polo
1960,Italy,Gold,Rome,Aquatics,Water polo,"ROSSI, Dante",Men,Water Polo
1960,Italy,Gold,Rome,Aquatics,Water polo,"SPINELLI, Brunello",Men,Water Polo
1960,,Silver,Rome,Aquatics,Water polo,"AGEEV, Viktor",Men,Water Polo
1960,,Silver,Rome,Aquatics,Water polo,"CHIKVANAYA, Givi",Men,Water Polo
1960,,Silver,Rome,Aquatics,Water polo,"GOGOLADZE, Leri",Men,Water Polo
1960,,Silver,Rome,Aquatics,Water polo,"GOIKHMAN, Boris",Men,Water Polo
1960,,Silver,Rome,Aquatics,Water polo,"GRIGOROVSKY, Yuri",Men,Water Polo
1960,,Silver,Rome,Aquatics,Water polo,"KARTASHOV, Anatoli",Men,Water Polo
1960,,Silver,Rome,Aquatics,Water polo,"KURENNOI, Vyacheslav",Men,Water Polo
1960,,Silver,Rome,Aquatics,Water polo,"MSHVENIERADZE, Pyotr",Men,Water Polo
1960,,Silver,Rome,Aquatics,Water polo,"NOVIKOV, Vladimir",Men,Water Polo
1960,,Silver,Rome,Aquatics,Water polo,"SALTSYN, Yevgeni",Men,Water Polo
1960,,Silver,Rome,Aquatics,Water polo,"SEMENOV, Vladimir",Men,Water Polo
1960,Australia,Bronze,Rome,Athletics,Athletics,"POWER, David",Men,10000M
1960,,Gold,Rome,Athletics,Athletics,"BOLOTNIKOV, Pyotr",Men,10000M
1960,,Silver,Rome,Athletics,Athletics,"GRODOTZKI, Hans",Men,10000M
1960,United Kingdom,Bronze,Rome,Athletics,Athletics,"RADFORD, Peter",Men,100M
1960,,Gold,Rome,Athletics,Athletics,"HARY, Armin",Men,100M
1960,United States,Silver,Rome,Athletics,Athletics,"SIME, David",Men,100M
1960,Italy,Bronze,Rome,Athletics,Athletics,"LEONE, Giuseppina",Women,100M
1960,United States,Gold,Rome,Athletics,Athletics,"RUDOLPH, Wilma",Women,100M
1960,United Kingdom,Silver,Rome,Athletics,Athletics,"HYMAN, Dorothy",Women,100M
1960,United States,Bronze,Rome,Athletics,Athletics,"JONES, Hayes",Men,110M Hurdles
1960,United States,Gold,Rome,Athletics,Athletics,"CALHOUN, Lee",Men,110M Hurdles
1960,United States,Silver,Rome,Athletics,Athletics,"MAY, William Lee",Men,110M Hurdles
1960,Hungary,Bronze,Rome,Athletics,Athletics,"ROSZAVÖLGYI, Istvan",Men,1500M
1960,Australia,Gold,Rome,Athletics,Athletics,"ELLIOTT, Herbert",Men,1500M
1960,France,Silver,Rome,Athletics,Athletics,"JAZY, Michel",Men,1500M
1960,France,Bronze,Rome,Athletics,Athletics,"SEYE, Abdoulaye",Men,200M
1960,Italy,Gold,Rome,Athletics,Athletics,"BERRUTI, Livio",Men,200M
1960,United States,Silver,Rome,Athletics,Athletics,"CARNEY, Lester Nelson",Men,200M
1960,United Kingdom,Bronze,Rome,Athletics,Athletics,"HYMAN, Dorothy",Women,200M
1960,United States,Gold,Rome,Athletics,Athletics,"RUDOLPH, Wilma",Women,200M
1960,,Silver,Rome,Athletics,Athletics,"HEINE, Judith (Jutta)",Women,200M
1960,United Kingdom,Bronze,Rome,Athletics,Athletics,"VICKERS, Stanley Frank",Men,20KM Walk
1960,,Gold,Rome,Athletics,Athletics,"GOLUBNICHY, Vladimir",Men,20KM Walk
1960,Australia,Silver,Rome,Athletics,Athletics,"FREEMAN, Noel Frederick",Men,20KM Walk
1960,,Bronze,Rome,Athletics,Athletics,"RZHISCHIN, Semen",Men,3000M Steeplechase
1960,Poland,Gold,Rome,Athletics,Athletics,"KRZYSZKOWIAK, Zdzislaw",Men,3000M Steeplechase
1960,,Silver,Rome,Athletics,Athletics,"SOKOLOV, Nikolai",Men,3000M Steeplechase
1960,South Africa,Bronze,Rome,Athletics,Athletics,"SPENCE, Malcolm Clive",Men,400M
1960,United States,Gold,Rome,Athletics,Athletics,"DAVIS, Otis Crandall",Men,400M
1960,,Silver,Rome,Athletics,Athletics,"KAUFMANN, Carl",Men,400M
1960,United States,Bronze,Rome,Athletics,Athletics,"HOWARD, Richard Wayne",Men,400M Hurdles
1960,United States,Gold,Rome,Athletics,Athletics,"DAVIS, Glenn Ashby",Men,400M Hurdles
1960,United States,Silver,Rome,Athletics,Athletics,"CUSHMAN, Clifton Emmett",Men,400M Hurdles
1960,United Kingdom,Bronze,Rome,Athletics,Athletics,"JONES, David Henry",Men,4X100M Relay
1960,United Kingdom,Bronze,Rome,Athletics,Athletics,"RADFORD, Peter",Men,4X100M Relay
1960,United Kingdom,Bronze,Rome,Athletics,Athletics,"SEGAL, David Hugh",Men,4X100M Relay
1960,United Kingdom,Bronze,Rome,Athletics,Athletics,"WHITEHEAD, Joseph Nicholas Neville",Men,4X100M Relay
1960,,Gold,Rome,Athletics,Athletics,"CULLMANN, Bernd",Men,4X100M Relay
1960,,Gold,Rome,Athletics,Athletics,"HARY, Armin",Men,4X100M Relay
1960,,Gold,Rome,Athletics,Athletics,"LAUER, Martin",Men,4X100M Relay
1960,,Gold,Rome,Athletics,Athletics,"MAHLENDORF, Walter",Men,4X100M Relay
1960,,Silver,Rome,Athletics,Athletics,"BARTENEV, Leonid",Men,4X100M Relay
1960,,Silver,Rome,Athletics,Athletics,"KONOVALOV, Yuri",Men,4X100M Relay
1960,,Silver,Rome,Athletics,Athletics,"KOSANOV, Gusman",Men,4X100M Relay
1960,,Silver,Rome,Athletics,Athletics,"OZOLIN, Edvins",Men,4X100M Relay
1960,Poland,Bronze,Rome,Athletics,Athletics,"HERRMANN-GORECKA-RICHTER, Halina",Women,4X100M Relay
1960,Poland,Bronze,Rome,Athletics,Athletics,"JESIONOWSKA-GERWIN, Celina",Women,4X100M Relay
1960,Poland,Bronze,Rome,Athletics,Athletics,"LERCZAK-JANISZEWSKA, Barbara",Women,4X100M Relay
1960,Poland,Bronze,Rome,Athletics,Athletics,"WIECZOREK-CIEPLY, Teresa Barbara",Women,4X100M Relay
1960,United States,Gold,Rome,Athletics,Athletics,"HUDSON, Martha B.",Women,4X100M Relay
1960,United States,Gold,Rome,Athletics,Athletics,"JONES, Barbara Pearl",Women,4X100M Relay
1960,United States,Gold,Rome,Athletics,Athletics,"RUDOLPH, Wilma",Women,4X100M Relay
1960,United States,Gold,Rome,Athletics,Athletics,"WILLIAMS, Lucinda",Women,4X100M Relay
1960,,Silver,Rome,Athletics,Athletics,"BIECHL, Anni",Women,4X100M Relay
1960,,Silver,Rome,Athletics,Athletics,"HEINE, Judith (Jutta)",Women,4X100M Relay
1960,,Silver,Rome,Athletics,Athletics,"HENDRIX, Brunhilde",Women,4X100M Relay
1960,,Silver,Rome,Athletics,Athletics,"PENSBERGER-LANGBEIN, Martha",Women,4X100M Relay
1960,,Bronze,Rome,Athletics,Athletics,"GARDNER, Keith Alvin Saint",Men,4X400M Relay
