Year,Country,Medal,City,Sport,Discipline,Athlete
1932,United States,Gold,Lake Placid,Skating,Speed skating,"JAFFEE, Irving"
1932,United States,Silver,Lake Placid,Skating,Speed skating,"MURPHY, Edward"
1932,Canada,Bronze,Lake Placid,Skating,Speed skating,"HURD, Alexander"
1932,United States,Gold,Lake Placid,Skating,Speed skating,"SHEA, John A."
1932,Norway,Silver,Lake Placid,Skating,Speed skating,"EVENSEN, Bernt"
1932,Finland,Bronze,Lake Placid,Skiing,Cross Country Skiing,"SAARINEN, Veli"
1932,Sweden,Gold,Lake Placid,Skiing,Cross Country Skiing,"UTTERSTRÖM, Sven"
1932,Sweden,Silver,Lake Placid,Skiing,Cross Country Skiing,"WIKSTRÖM, Axel"
1932,Norway,Bronze,Lake Placid,Skiing,Cross Country Skiing,"RUSTADSTUEN, Arne"
1932,Finland,Gold,Lake Placid,Skiing,Cross Country Skiing,"SAARINEN, Veli"
1932,Finland,Silver,Lake Placid,Skiing,Cross Country Skiing,"LIIKKANEN, Väinö"
1932,Norway,Bronze,Lake Placid,Skiing,Nordic Combined,"VINJARENGEN, Hans"
1932,Norway,Gold,Lake Placid,Skiing,Nordic Combined,"GROTTUMSBRAATEN, Johan"
1932,Norway,Silver,Lake Placid,Skiing,Nordic Combined,"STENEN, Ole"
1932,Norway,Bronze,Lake Placid,Skiing,Ski Jumping,"WALBERG, Kaare"
1932,Norway,Gold,Lake Placid,Skiing,Ski Jumping,"RUUD, Birger"
1932,Norway,Silver,Lake Placid,Skiing,Ski Jumping,"BECK, Hans"
1936,United Kingdom,Bronze,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"CARDNO, James Farquhar"
1936,United Kingdom,Bronze,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"DUGDALE, Gary"
1936,United Kingdom,Bronze,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"GREEN, Charles Patrick"
1936,United Kingdom,Bronze,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"MCEVOY, Frederick James"
1936,Switzerland,Gold,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"BEERLI, Joseph"
1936,Switzerland,Gold,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"BOUVIER, Charles"
1936,Switzerland,Gold,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"GARTMANN, Arnold"
1936,Switzerland,Gold,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"MUSY, Pierre"
1936,Switzerland,Silver,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"AICHELE, Hans"
1936,Switzerland,Silver,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"BÜTIKOFER, Hans"
1936,Switzerland,Silver,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"CAPADRUTT, Reto"
1936,Switzerland,Silver,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"FEIERABEND, Fritz"
1936,United States,Bronze,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"COLGATE, Gilbert"
1936,United States,Bronze,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"LAWRENCE, Richard Webster"
1936,United States,Gold,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"BROWN, Ivan Elmore"
1936,United States,Gold,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"WASHBOND, Alan M."
1936,Switzerland,Silver,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"BEERLI, Joseph"
1936,Switzerland,Silver,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"FEIERABEND, Fritz"
1936,United States,Bronze,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"GARRISON, John Bright"
1936,United States,Bronze,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"KAMMER, August"
1936,United States,Bronze,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"LA BATTE, Philip William"
1936,United States,Bronze,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"LAX, John Charles"
1936,United States,Bronze,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"MOONE, Thomas"
1936,United States,Bronze,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"ROSS, Eldridge Baker"
1936,United States,Bronze,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"ROWE, Paul Edward"
1936,United States,Bronze,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"SHAUGHNESSY, Francis John"
1936,United States,Bronze,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"SMITH, Gordon"
1936,United States,Bronze,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"SPAIN, Francis Jones"
1936,United States,Bronze,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"STUBBS, Frank Raymond"
1936,United Kingdom,Gold,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"ARCHER, Alexander"
1936,United Kingdom,Gold,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"BORLAND, James Andrew"
1936,United Kingdom,Gold,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"BRENCHLEY, Edgar"
1936,United Kingdom,Gold,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"CHAPPELL, James"
1936,United Kingdom,Gold,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"COWARD, John"
1936,United Kingdom,Gold,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"DAILLEY, Gordon Debenham"
1936,United Kingdom,Gold,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"DAVEY, John Gerald"
1936,United Kingdom,Gold,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"ERHARDT, Carl"
1936,United Kingdom,Gold,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"FOSTER, James"
1936,United Kingdom,Gold,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"KILPATRICK, John"
1936,United Kingdom,Gold,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"STINCHCOMBE, Archibald"
1936,United Kingdom,Gold,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"WYMAN, Robert"
1936,Canada,Silver,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"DEACON, Maxwell Arnold"
1936,Canada,Silver,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"FARGUHARSON, Hugh"
1936,Canada,Silver,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"FARMER-HORN, Kenneth"
1936,Canada,Silver,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"HAGGARTY, James"
1936,Canada,Silver,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"KITCHEN, Walter"
1936,Canada,Silver,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"MILTON, Raymond"
1936,Canada,Silver,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"MOORE, Francis"
1936,Canada,Silver,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"MURRAY, Herman"
1936,Canada,Silver,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"NASH, Arthur"
1936,Canada,Silver,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"NEVILLE, David John"
1936,Canada,Silver,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"SINCLAIR, Alexander"
1936,Canada,Silver,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"ST.GERMAIN, Ralph"
1936,Canada,Silver,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"THOMSON, William"
1936,Austria,Bronze,Garmisch Partenkirchen,Skating,Figure skating,"KASPAR, Felix"
1936,Austria,Gold,Garmisch Partenkirchen,Skating,Figure skating,"SCHÄFER, Karl"
1936,Germany,Silver,Garmisch Partenkirchen,Skating,Figure skating,"BAIER, Ernst"
1936,Sweden,Bronze,Garmisch Partenkirchen,Skating,Figure skating,"HULTEN, Vivi-Anne"
1936,Norway,Gold,Garmisch Partenkirchen,Skating,Figure skating,"HENIE, Sonja"
1936,United Kingdom,Silver,Garmisch Partenkirchen,Skating,Figure skating,"COLLEDGE, Cecilia"
1936,Hungary,Bronze,Garmisch Partenkirchen,Skating,Figure skating,"ROTTER, Emilia"
1936,Hungary,Bronze,Garmisch Partenkirchen,Skating,Figure skating,"SZOLLAS, Laszlo"
1936,Germany,Gold,Garmisch Partenkirchen,Skating,Figure skating,"BAIER, Ernst"
1936,Germany,Gold,Garmisch Partenkirchen,Skating,Figure skating,"HERBER, Maxi"
1936,Austria,Silver,Garmisch Partenkirchen,Skating,Figure skating,"PAUSIN, Erik"
1936,Austria,Silver,Garmisch Partenkirchen,Skating,Figure skating,"PAUSIN, Ilse"
1936,Austria,Bronze,Garmisch Partenkirchen,Skating,Speed skating,"STIEPL, Max"
1936,Norway,Gold,Garmisch Partenkirchen,Skating,Speed skating,"BALLANGRUD, Ivar"
1936,Finland,Silver,Garmisch Partenkirchen,Skating,Speed skating,"WASENIUS, Birger"
1936,Finland,Bronze,Garmisch Partenkirchen,Skating,Speed skating,"WASENIUS, Birger"
1936,Norway,Gold,Garmisch Partenkirchen,Skating,Speed skating,"MATHISEN, Charles"
1936,Norway,Silver,Garmisch Partenkirchen,Skating,Speed skating,"BALLANGRUD, Ivar"
1936,Finland,Bronze,Garmisch Partenkirchen,Skating,Speed skating,"OJALA, Antero"
1936,Norway,Gold,Garmisch Partenkirchen,Skating,Speed skating,"BALLANGRUD, Ivar"
1936,Finland,Silver,Garmisch Partenkirchen,Skating,Speed skating,"WASENIUS, Birger"
1936,United States,Bronze,Garmisch Partenkirchen,Skating,Speed skating,"FREISINGER, Leo"
1936,Norway,Gold,Garmisch Partenkirchen,Skating,Speed skating,"BALLANGRUD, Ivar"
1936,Norway,Silver,Garmisch Partenkirchen,Skating,Speed skating,"KROG, Georg"
1936,France,Bronze,Garmisch Partenkirchen,Skiing,Alpine Skiing,"ALLAIS, Emile"
1936,Germany,Gold,Garmisch Partenkirchen,Skiing,Alpine Skiing,"PFNÜR, Franz"
1936,Germany,Silver,Garmisch Partenkirchen,Skiing,Alpine Skiing,"LANTSCHNER, Gustav"
1936,Norway,Bronze,Garmisch Partenkirchen,Skiing,Alpine Skiing,"SCHOU-NILSEN, Laila"
1936,Germany,Gold,Garmisch Partenkirchen,Skiing,Alpine Skiing,"CRANZ, Christel"
1936,Germany,Silver,Garmisch Partenkirchen,Skiing,Alpine Skiing,"GRASEGGER, Käthe"
1936,Finland,Bronze,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"NIEMI, Pekka"
1936,Sweden,Gold,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"LARSSON, Erik August"
1936,Norway,Silver,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"HAGEN, Oddbjorn"
1936,Sweden,Bronze,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"BERGER, John"
1936,Sweden,Bronze,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"HÄGGBLAD, Artur"
1936,Sweden,Bronze,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"LARSSON, Erik August"
1936,Sweden,Bronze,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"MATSBO, Martin"
1936,Finland,Gold,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"JALKANEN, Kalle"
1936,Finland,Gold,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"KARPPINEN, Klaus"
1936,Finland,Gold,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"LÄHDE, Matti"
1936,Finland,Gold,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"NURMELA, Sulo"
1936,Norway,Silver,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"BRODAHL, Sverre"
1936,Norway,Silver,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"HAGEN, Oddbjorn"
1936,Norway,Silver,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"HOFFSBAKKEN, Olaf"
1936,Norway,Silver,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"IVERSEN, Bjarne"
1936,Sweden,Bronze,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"ENGLUND, Nils-Joel"
1936,Sweden,Gold,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"WIKLUND, Elis"
1936,Sweden,Silver,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"WIKSTRÖM, Axel"
1936,Norway,Bronze,Garmisch Partenkirchen,Skiing,Nordic Combined,"BRODAHL, Sverre"
1936,Norway,Gold,Garmisch Partenkirchen,Skiing,Nordic Combined,"HAGEN, Oddbjorn"
1936,Norway,Silver,Garmisch Partenkirchen,Skiing,Nordic Combined,"HOFFSBAKKEN, Olaf"
1936,Norway,Bronze,Garmisch Partenkirchen,Skiing,Ski Jumping,"ANDERSEN, Reidar"
1936,Norway,Gold,Garmisch Partenkirchen,Skiing,Ski Jumping,"RUUD, Birger"
1936,Sweden,Silver,Garmisch Partenkirchen,Skiing,Ski Jumping,"ERIKSSON, Sven"
1948,United States,Bronze,St.Moritz,Bobsleigh,Bobsleigh,"BICKFORD, James John"
1948,United States,Bronze,St.Moritz,Bobsleigh,Bobsleigh,"DUPREE, Donald"
1948,United States,Bronze,St.Moritz,Bobsleigh,Bobsleigh,"DUPREE, William"
1948,United States,Bronze,St.Moritz,Bobsleigh,Bobsleigh,"HICKS, Thomas"
1948,United States,Gold,St.Moritz,Bobsleigh,Bobsleigh,"D'AMICO, William"
1948,United States,Gold,St.Moritz,Bobsleigh,Bobsleigh,"MARTIN, Patrick Henry"
1948,United States,Gold,St.Moritz,Bobsleigh,Bobsleigh,"RIMKUS, Edward"
1948,United States,Gold,St.Moritz,Bobsleigh,Bobsleigh,"TYLER, Francis William"
1948,Belgium,Silver,St.Moritz,Bobsleigh,Bobsleigh,"HOUBEN, Max"
1948,Belgium,Silver,St.Moritz,Bobsleigh,Bobsleigh,"MANSVELD, Freddy"
1948,Belgium,Silver,St.Moritz,Bobsleigh,Bobsleigh,"MOUVET, Jacques"
1948,Belgium,Silver,St.Moritz,Bobsleigh,Bobsleigh,"NIELS, Louis-Georges"
1948,United States,Bronze,St.Moritz,Bobsleigh,Bobsleigh,"CARRON, Schuyler"
1948,United States,Bronze,St.Moritz,Bobsleigh,Bobsleigh,"FORTUNE, Frederick Joseph"
1948,Switzerland,Gold,St.Moritz,Bobsleigh,Bobsleigh,"ENDRICH, Felix"
1948,Switzerland,Gold,St.Moritz,Bobsleigh,Bobsleigh,"WALLER, Friedrich"
1948,Switzerland,Silver,St.Moritz,Bobsleigh,Bobsleigh,"EBERHARD, Paul Hans"
1948,Switzerland,Silver,St.Moritz,Bobsleigh,Bobsleigh,"FEIERABEND, Fritz"
1948,United Kingdom,Bronze,St.Moritz,Bobsleigh,Skeleton,"CRAMMOND, John"
1948,Italy,Gold,St.Moritz,Bobsleigh,Skeleton,"BIBBIA, Nino"
1948,United States,Silver,St.Moritz,Bobsleigh,Skeleton,"HEATON, John"
1948,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"BÄNNINGER, Hans"
1948,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"BIELER, Alfred"
1948,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"BOLLER, Heinrich"
1948,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"CATTINI, Ferdinand"
1948,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"CATTINI, Hans"
1948,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"DÜRST, Hans"
1948,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"DÜRST, Walter Paul"
1948,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"HANDSCHIN, Emil"
1948,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"LOHRER, Heini"
1948,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"LOHRER, Werner"
1948,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"PERL, Reto"
1948,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"POLTERA, Gebhard"
1948,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"POLTERA, Ulrich"
1948,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"RÜEDI, Beat"
1948,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"SCHUBIGER, Otto"
1948,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"TORRIANI, Richard"
1948,Switzerland,Bronze,St.Moritz,Ice Hockey,Ice Hockey,"TREPP, Hans"
1948,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"BROOKS, H."
1948,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"DOWEY, Murray Albert"
1948,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"DUNSTER, Bernard Frank"
1948,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"FORBES, R.A."
1948,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"GILPIN, A."
1948,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"GRAVELLE, Jean Orval"
1948,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"GUZZO, Patrick"
1948,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"HALDER, Walter Edwin"
1948,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"HIBBERD, Thomas Edward"
1948,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"KING, Ross"
1948,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"LAPERRIERE, Henri-André"
1948,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"LECOMPTE, John Howard"
1948,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"LEICHNITZ, J."
1948,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"MARA, George Edward"
1948,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"RENAUD, Albert Roméo"
1948,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"SCHROETER, Reginald John"
1948,Canada,Gold,St.Moritz,Ice Hockey,Ice Hockey,"TAYLOR, Irving"
1948,Czechoslovakia,Silver,St.Moritz,Ice Hockey,Ice Hockey,"BOUZEK, Vladimir"
1948,Czechoslovakia,Silver,St.Moritz,Ice Hockey,Ice Hockey,"BUBNIK, Gustav"
1948,Czechoslovakia,Silver,St.Moritz,Ice Hockey,Ice Hockey,"DROBNY, Jaroslav"
1948,Czechoslovakia,Silver,St.Moritz,Ice Hockey,Ice Hockey,"HAJNY, Premysl"
1948,Czechoslovakia,Silver,St.Moritz,Ice Hockey,Ice Hockey,"JARKOVSKY, Zdenek"
1948,Czechoslovakia,Silver,St.Moritz,Ice Hockey,Ice Hockey,"KOBRANOV, Vladimir"
1948,Czechoslovakia,Silver,St.Moritz,Ice Hockey,Ice Hockey,"KONOPASEK, Stanislav"
1948,Czechoslovakia,Silver,St.Moritz,Ice Hockey,Ice Hockey,"MODRY, Bohumil"
1948,Czechoslovakia,Silver,St.Moritz,Ice Hockey,Ice Hockey,"POKORNY, Miloslav"
1948,Czechoslovakia,Silver,St.Moritz,Ice Hockey,Ice Hockey,"ROZINAK, Vaclav"
1948,Czechoslovakia,Silver,St.Moritz,Ice Hockey,Ice Hockey,"SLAMA, Miroslav"
1948,Czechoslovakia,Silver,St.Moritz,Ice Hockey,Ice Hockey,"STIBOR, Karel"
1948,Czechoslovakia,Silver,St.Moritz,Ice Hockey,Ice Hockey,"STOVIK, Vilibald"
1948,Czechoslovakia,Silver,St.Moritz,Ice Hockey,Ice Hockey,"TROJAK, Ladislav"
1948,Czechoslovakia,Silver,St.Moritz,Ice Hockey,Ice Hockey,"TROUSILEK, Josef"
1948,Czechoslovakia,Silver,St.Moritz,Ice Hockey,Ice Hockey,"ZABRODSKY, Oldrich"
1948,Czechoslovakia,Silver,St.Moritz,Ice Hockey,Ice Hockey,"ZABRODSKY, Vladimir"
1948,Austria,Bronze,St.Moritz,Skating,Figure skating,"RADA, Edi"
1948,United States,Gold,St.Moritz,Skating,Figure skating,"BUTTON, Richard"
1948,Switzerland,Silver,St.Moritz,Skating,Figure skating,"GERSCHWILER, Hans"
1948,United Kingdom,Bronze,St.Moritz,Skating,Figure skating,"ALTWEGG, Jeannette"
1948,Canada,Gold,St.Moritz,Skating,Figure skating,"SCOTT, Barbara Ann"
1948,Austria,Silver,St.Moritz,Skating,Figure skating,"PAWLIK, Eva"
1948,Canada,Bronze,St.Moritz,Skating,Figure skating,"DIESTELMEYER, Wallace"
1948,Canada,Bronze,St.Moritz,Skating,Figure skating,"MORROW, Suzanne"
1948,Belgium,Gold,St.Moritz,Skating,Figure skating,"BAUGNIET, Pierre"
1948,Belgium,Gold,St.Moritz,Skating,Figure skating,"LANNOY, Micheline"
1948,Hungary,Silver,St.Moritz,Skating,Figure skating,"KEKESSY, Andrea"
1948,Hungary,Silver,St.Moritz,Skating,Figure skating,"KIRALY, Ede"
1948,Finland,Bronze,St.Moritz,Skating,Speed skating,"LAMMIO, Pentti"
1948,Sweden,Gold,St.Moritz,Skating,Speed skating,"SEYFFARTH, Ake"
1948,Finland,Silver,St.Moritz,Skating,Speed skating,"PARKKINEN, Lauri"
1948,Norway,Bronze,St.Moritz,Skating,Speed skating,"LUNDBERG, Odd"
1948,Norway,Gold,St.Moritz,Skating,Speed skating,"FARSTAD, Sverre"
1948,Sweden,Silver,St.Moritz,Skating,Speed skating,"SEYFFARTH, Ake"
1948,Sweden,Bronze,St.Moritz,Skating,Speed skating,"HEDLUND, Göthe"
1948,Norway,Gold,St.Moritz,Skating,Speed skating,"LIAKLEV, Reidar"
1948,Norway,Silver,St.Moritz,Skating,Speed skating,"LUNDBERG, Odd"
1948,Norway,Gold,St.Moritz,Skating,Speed skating,"HELGESEN, Finn"
1948,Norway,Silver,St.Moritz,Skating,Speed skating,"BYBERG, Thomas"
1948,United States,Silver,St.Moritz,Skating,Speed skating,"BARTHELOMEW, Kenneth"
1948,United States,Silver,St.Moritz,Skating,Speed skating,"FITZGERALD, Robert"
1948,France,Bronze,St.Moritz,Skiing,Alpine Skiing,"COUTTET, James"
1948,France,Gold,St.Moritz,Skiing,Alpine Skiing,"OREILLER, Henri"
1948,Switzerland,Silver,St.Moritz,Skiing,Alpine Skiing,"MOLITOR, Karl"
1948,Austria,Bronze,St.Moritz,Skiing,Alpine Skiing,"MAHRINGER, Erika"
1948,Austria,Gold,St.Moritz,Skiing,Alpine Skiing,"BEISER-JOCHUM, Trude"
1948,United States,Silver,St.Moritz,Skiing,Alpine Skiing,"FRASER, Gretchen"
1948,Switzerland,Bronze,St.Moritz,Skiing,Alpine Skiing,"MOLITOR, Karl"
1948,Switzerland,Bronze,St.Moritz,Skiing,Alpine Skiing,"OLINGER, Rolf"
1948,France,Gold,St.Moritz,Skiing,Alpine Skiing,"OREILLER, Henri"
1948,Austria,Silver,St.Moritz,Skiing,Alpine Skiing,"GABL, Franz"
1948,Austria,Bronze,St.Moritz,Skiing,Alpine Skiing,"HAMMERER, Resi"
1948,Switzerland,Gold,St.Moritz,Skiing,Alpine Skiing,"SCHLUNEGGER, Hedy"
1948,Austria,Silver,St.Moritz,Skiing,Alpine Skiing,"BEISER-JOCHUM, Trude"
1948,France,Bronze,St.Moritz,Skiing,Alpine Skiing,"OREILLER, Henri"
1948,Switzerland,Gold,St.Moritz,Skiing,Alpine Skiing,"REINALTER, Edi"
1948,France,Silver,St.Moritz,Skiing,Alpine Skiing,"COUTTET, James"
1948,Austria,Bronze,St.Moritz,Skiing,Alpine Skiing,"MAHRINGER, Erika"
1948,United States,Gold,St.Moritz,Skiing,Alpine Skiing,"FRASER, Gretchen"
1948,Switzerland,Silver,St.Moritz,Skiing,Alpine Skiing,"MEYER, Antoinette"
1948,Sweden,Bronze,St.Moritz,Skiing,Cross Country Skiing,"ERIKSSON, Gunnar"
1948,Sweden,Gold,St.Moritz,Skiing,Cross Country Skiing,"LUNDSTRÖM, Martin"
1948,Sweden,Silver,St.Moritz,Skiing,Cross Country Skiing,"ÖSTENSSON, Nils"
1948,Norway,Bronze,St.Moritz,Skiing,Cross Country Skiing,"EVENSEN, Erling"
1948,Norway,Bronze,St.Moritz,Skiing,Cross Country Skiing,"HAGEN, Olav I."
1948,Norway,Bronze,St.Moritz,Skiing,Cross Country Skiing,"NYBORG, Reidar"
1948,Norway,Bronze,St.Moritz,Skiing,Cross Country Skiing,"ÖKERN, Olav"
1948,Sweden,Gold,St.Moritz,Skiing,Cross Country Skiing,"ERIKSSON, Gunnar"
1948,Sweden,Gold,St.Moritz,Skiing,Cross Country Skiing,"LUNDSTRÖM, Martin"
1948,Sweden,Gold,St.Moritz,Skiing,Cross Country Skiing,"ÖSTENSSON, Nils"
1948,Sweden,Gold,St.Moritz,Skiing,Cross Country Skiing,"TÄPP, Nils"
1948,Finland,Silver,St.Moritz,Skiing,Cross Country Skiing,"KIURU, August"
1948,Finland,Silver,St.Moritz,Skiing,Cross Country Skiing,"LAUKKANEN, Teuvo"
1948,Finland,Silver,St.Moritz,Skiing,Cross Country Skiing,"RYTKY, Sauli"
1948,Finland,Silver,St.Moritz,Skiing,Cross Country Skiing,"SILVENNOINEN, Lauri"
1948,Finland,Bronze,St.Moritz,Skiing,Cross Country Skiing,"VANNINEN, Benjamin"
1948,Sweden,Gold,St.Moritz,Skiing,Cross Country Skiing,"KARLSSON, Nils"
1948,Sweden,Silver,St.Moritz,Skiing,Cross Country Skiing,"ERIKSSON, Harald"
1948,Sweden,Bronze,St.Moritz,Skiing,Nordic Combined,"ISRAELSSON, Sven"
1948,Finland,Gold,St.Moritz,Skiing,Nordic Combined,"HASU, Heikki"
1948,Finland,Silver,St.Moritz,Skiing,Nordic Combined,"HUHTALA, Martti"
1948,Norway,Bronze,St.Moritz,Skiing,Ski Jumping,"SCHJELDERUP, Thorleif"
1948,Norway,Gold,St.Moritz,Skiing,Ski Jumping,"HUGSTED, Petter"
1948,Norway,Silver,St.Moritz,Skiing,Ski Jumping,"RUUD, Birger"
1952,Switzerland,Bronze,Oslo,Bobsleigh,Bobsleigh,"FEIERABEND, Fritz"
1952,Switzerland,Bronze,Oslo,Bobsleigh,Bobsleigh,"FILIPPINI, André"
1952,Switzerland,Bronze,Oslo,Bobsleigh,Bobsleigh,"MADÖRIN, Albert"
1952,Switzerland,Bronze,Oslo,Bobsleigh,Bobsleigh,"WASER, Stephan"
1952,Germany,Gold,Oslo,Bobsleigh,Bobsleigh,"KEMSER, Franz"
1952,Germany,Gold,Oslo,Bobsleigh,Bobsleigh,"KUHN, Friedrich"
1952,Germany,Gold,Oslo,Bobsleigh,Bobsleigh,"NIEBERL, Lorenz"
1952,Germany,Gold,Oslo,Bobsleigh,Bobsleigh,"OSTLER, Andreas"
1952,United States,Silver,Oslo,Bobsleigh,Bobsleigh,"ATKINSON, James Neil"
1952,United States,Silver,Oslo,Bobsleigh,Bobsleigh,"BENHAM, Stanley Delong"
1952,United States,Silver,Oslo,Bobsleigh,Bobsleigh,"CROSSETT, Howard Wallace"
1952,United States,Silver,Oslo,Bobsleigh,Bobsleigh,"MARTIN, Patrick Henry"
1952,Switzerland,Bronze,Oslo,Bobsleigh,Bobsleigh,"FEIERABEND, Fritz"
1952,Switzerland,Bronze,Oslo,Bobsleigh,Bobsleigh,"WASER, Stephan"
1952,Germany,Gold,Oslo,Bobsleigh,Bobsleigh,"NIEBERL, Lorenz"
1952,Germany,Gold,Oslo,Bobsleigh,Bobsleigh,"OSTLER, Andreas"
1952,United States,Silver,Oslo,Bobsleigh,Bobsleigh,"BENHAM, Stanley Delong"
